genres,id,overview,popularity,release_date,tagline,title,vote_average
"[{'id': 35, 'name': 'Comedy'}]",20337,"The controversial bad-boy of comedy delivers a piercing look at his life, lifting the metaphorical smokescreen that he feels has clouded the public view, commenting on everything from the dangers of smoking to the trials of relationships, and unleashing a nonstop litany of raucous anecdotes, stinging social commentary and very personal reflections about life.",0.527297,2002,,Martin Lawrence Live: Runteldat,5.0
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",34070,"A film poem inspired by the Peruvian poet César Vallejo. A story about our need for love, our confusion, greatness and smallness and, most of all, our vulnerability. It is a story with many characters, among them a father and his mistress, his youngest son and his girlfriend. It is a film about big lies, abandonment and the eternal longing for companionship and confirmation.",2.42118,2000,,Songs from the Second Floor,7.0
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",10081,"Burglary. Drugs. Assault. Rape. The students at Brandel High are more than new Principal Rick Latimer bargained for. Gangs fight to control the school using knives - even guns - when they have to. When Latimer and the head of security try to clean up the school and stop the narcotics trade, they run up against a teenage mafia. A violent confrontation on the campus leads to a deadly showdown with the drug dealer's gang, and one last chance for Latimer to save his career... and his life.",8.332485,1987,He's teaching the students at Brandel High two words... NO MORE.,The Principal,6.1
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",11484,"In a corporate-controlled future, an ultra-violent sport known as Rollerball represents the world, and one of its powerful athletes is out to defy those who want him out of the game.",6.680938,1975,"In the not-too-distant future, wars will no longer exist. But there WILL be...The Game",Rollerball,6.0
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",11692,"The year is 2087, the setting is the moon. Pluto Nash, the high-flying successful owner of the hottest nightclub in the universe, finds himself in trouble when he refuses to sell his club to lunar gangster Mogan, who just happens to be helping the mysterious Rex Crater mastermind a plan to take over the entire moon.",8.903754,2002,Action's future has arrived...,The Adventures of Pluto Nash,4.4
"[{'id': 12, 'name': 'Adventure'}]",9266,"Nothing gets between Anne Marie and her board. Living in a beach shack with three roommates, she is up before dawn every morning to conquer the waves and count the days until the Pipe Masters competition. Having transplanted herself to Hawaii with no one's blessing but her own, Anne Marie finds all she needs in the adrenaline-charged surf scene - until pro quarterback Matt Tollman comes along...",6.455738,2002,"Three Friends, One Passion, No Limits.",Blue Crush,5.6
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",3640,"Martha is a single woman who lives for one passion: cooking. The head chef at a chic restaurant, Martha has no time for anything - or anyone - else. But Martha's solitary life is shaken when a fateful accident brings her sister's eight-year-old daughter, Lina, to her doorstep.",7.458993,2001,,Mostly Martha,6.6
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",30072,"Maud Bailey, a brilliant English academic, is researching the life and work of poet Christabel La Motte. Roland Michell is an American scholar in London to study Randolph Henry Ash, now best-known for a collection of poems dedicated to his wife. When Maud and Roland discover a cache of love letters that appear to be from Ash to La Motte, they follow a trail of clues across England, echoing the journey of the couple over a century earlier.",4.439325,2002,The past will connect them. The passion will possess them.,Possession,6.5
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9357,"Sy ""the photo guy"" Parrish has lovingly developed photos for the Yorkin family since their son was a baby. But as the Yorkins' lives become fuller, Sy's only seems lonelier, until he eventually believes he's part of their family. When ""Uncle"" Sy's picture-perfect fantasy collides with an ugly dose of reality, what happens next ""has the spine-tingling elements of the best psychological thrillers!""",10.753445,2002,The things that we fear the most have already happened to us...,One Hour Photo,6.6
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",12771,"Serving Sara is a 2002 romantic comedy film which stars Matthew Perry, Elizabeth Hurley and Bruce Campbell. Joe Tyler (Perry) is a process server who is given the assignment to serve Sara Moore (Hurley) with divorce papers.",10.16841,2002,The One Thing That Could Bring Them Together Is Revenge.,Serving Sara,5.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",9296,"The career of a disillusioned producer, who is desperate for a hit, is endangered when his star walks off the film set. Forced to think fast, the producer decides to digitally create an actress ""Simone"" to sub for the star — the first totally believable synthetic actress.",5.759483,2002,A star is... created.,S1m0ne,5.5
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",15070,"Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion.",13.35278,2002,Two Enemies ... The Mob ... The Ultimate Showdown.,Undisputed,6.1
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",26942,"Amy is a single 29 year old Jewish woman. She wrote a successful self-help book about how women can't truly be in love and experience ""mental orgasm."" Her parents and acquaintances always try to give her advice. Eventually, she breaks her celibacy and starts dating a radio shock jock, who is known for hitting on his bimbo guests. Of all men, will she find in him the true love she never believed in",1.294569,2001,,Amy's Orgasm,5.4
"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",97447,"After the death of her husband, Lilia's life revolves solely around her teenage daughter, Salma. Whilst looking for Salma late one night, Lilia stumbles upon a belly dance cabaret and though initially reserved and taken aback by the culture of the place, Lilia gets consistently drawn back to it. She befriends one of the belly dancers and is encouraged into dancing for the audience. Lilia also starts a romance with one of the cabaret's musicians, who unbeknown to both of them, is also romancing Salma.",0.669752,2002,,Satin Rouge,5.0
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",11243,"The Care Bears have their work cut out for them, because Nicolas, a lonely magician's assistant, is about to fall under the evil influence of a bad spirit who lives in an ancient magic book -- it seems Nicolas will do just about anything for friends. Aside from Nicolas, Kim and Jason are in trouble because they are starting not to trust people after suffering many disappointments.",2.849672,1985,What happens when the world stops caring?,The Care Bears Movie,5.4
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",19975,"This animated adventure goes back in time to the Care Bears' first-ever Caring Mission, when True Heart Bear and Noble Heart Horse touch down on Earth to boost the spirits of some unhappy kids at summer camp. But the evil Dark Heart has other plans, and convinces one of the campers to help him capture the Care Bears. Will our lovable heroes' Care Stare be enough to vanquish the villain -- and convince his apprentice that good's the way to go?",2.508783,1986,,Care Bears Movie II: A New Generation,5.5
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",10323,"To win the right to marry his love, the beautiful princess Andromeda, and fulfil his destiny, Perseus must complete various tasks including taming Pegasus, capturing Medusa's head, and battling the Kraken monster.",7.50381,1981,You will feel the power. Live the adventure. Experience the fantastic.,Clash of the Titans,6.8
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",9595,"Charlie Sheen, Lloyd Bridges, Cary Elwes, Valeria Golino and Jon Cryer co-star in director Jim Abrahams' (Airplane, Naked Gun) truly hilarious spoof of Top Gun. Recruited to join a top-secret mission for the Air Force, a renegade pilot (Sheen) finds himself coping with an incompetent admiral (Bridges) and a carefully selected squadron of flyers who are either inept or half-blind.",11.026793,1991,The mother of all movies.,Hot Shots!,6.4
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",46878,"Scientist Dr. Bradford Crane and army general Thalius Slater join forces to fight an almost invisible enemy threatening America; killer bees that have deadly venom and attack without reason. Disaster movie-master Irwin Allen's film contains spectacular special effects, including a train crash caused by the eponymous swarm.",3.955633,1978,Monsters by the millions - and they're all for real!,The Swarm,5.4
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",24750,The Wildest Chase Of The Century! London 1893 is home to a killer with a macabre nickname... and also to a visionary genius who would write The Time Machine. But what if H.G. Wells' invention wasn't fiction? And what if Jack the Ripper escaped capture fleeing his own time to take refuge in ours - with Wells himself in pursuit?,5.65127,1979,H.G. Wells Races Through Time To Catch Jack The Ripper!,Time After Time,6.8
"[{'id': 35, 'name': 'Comedy'}]",9941,"Beverly Hills couple Barbara and Dave Whiteman are very rich but not happy Dave is a hard working business man, his wife is only interested in yoga, aerobics and other meditation classes, and he sleeps with the house maid. Their teenage son is confused about his sexuality and their daughter is suffering from eating disorders. While they are celebrating thanksgiving having plenty of food, street tramp Jerry is hungry, homeless, sleeping rough and has lost his dog. Jerry decides to end his life by drowning himself in their swimming pool. Dave rescues him and invites him to stay for a while. How does this stranger change the life style of this family?",9.970485,1986,See what happens when a dirty bum meets the filthy rich.,Down and Out in Beverly Hills,5.9
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",10859,"Two cops are given the 'dirty' job of staking out the home of an escaped convict's ex-girlfriend. Chris and the beautiful girlfriend accidentally meet and fall in love. Just as Chris' confesses, the convict appears, but will she betray him ?",8.376319,1987,It's a tough job but somebody's got to do it!,Stakeout,6.3
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9544,"With four corpses on his hands, New York City gumshoe Mike Reilly (Stephen Dorff) teams with Department of Health worker Terry Huston (Natascha McElhone) to track down a homicidal sadist who telecasts shocking acts of torture on the Internet. But they have their work cut out: It seems the victims' only link is that they all went toes up 48 hours after logging on a site known as feardotcom.com. Stephen Rea also stars in this gruesome thriller.",5.160215,2002,The last site you'll ever see.,FearDotCom,3.2
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",26056,"Erik is a hip-hop-lovin' teen living in Philadelphia who'd rather spend time listening to his idol, the rapper Prolifik. One day, Erik finds himself more entangled in Prolifik's life than he ever imagined possible: Prolifik's been kidnapped, his master tapes are gone, and, through a series of twisted events, the same people who are after the musician go after Erik, too.",2.0769,2001,,Snipes,7.5
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",13536,A man struggling to come to terms with the sins of his father makes the terrible discovery that his own son has fallen into a life of crime in a drama based on a true story. Vincent LaMarca is a dedicated and well-respected New York City police detective who has gone to great lengths to distance himself from his past.,3.903016,2002,When you're searching for a killer... the last suspect you want to see is your son.,City By The Sea,5.7
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",20616,"Ben Cronin has it all: the admiration of his many friends, a terrific girlfriend, and he's on the fast-track to an athletic scholarship. Ben's rock-solid, promising future and romance are turned upside-down with the arrival of Madison Bell. Madison, the new girl in town, quickly sets her sights on the impressionable Ben. While their first few meetings are innocent enough, the obsessive and seductive Madison wants more ... much more.",8.421411,2002,His biggest fan just became his worst nightmare.,Swimfan,5.0
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",16806,"Set in the 1930s, an honest, goodhearted man is forced to turn to a life of crime to finance his neurotic mother's skyrocketing medical bills.",4.063135,1984,Organized crime has never been this disorganized!,Johnny Dangerously,6.3
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",15516,"Mari and Phyllis go to the ""big city"" to see their favorite band BloodLust. Along the way they meet up with newly escaped convict Krug and his gang.",9.640939,1972,It rests on 13 acres of earth over the very center of hell...!,The Last House on the Left,6.0
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9299,"While doing a thesis about violence, Ángela finds a snuff video where a girl is tortured until death. Soon she discovers that the girl was a former student in her faculty...",7.110912,1996,My name is Angela. They're going to kill me.,Thesis,7.2
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",10611,"A day in the life of a barbershop on the south side of Chicago. Calvin, who inherited the struggling business from his deceased father, views the shop as nothing but a burden and waste of his time. After selling the shop to a local loan shark, Calvin slowly begins to see his father's vision and legacy and struggles with the notion that he just sold it out.",6.498789,2002,Everyone's gettin' lined up.,Barbershop,6.2
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",12770,"John and his girlfriend have vowed to marry once they save $30,000 for their dream house. But the minute they achieve their financial goal, John finds out his niece has been accepted at Harvard, and he's reminded of his promise to pay for her tuition (nearly $30,000). John's friend Duff convinces him to turn to petty crime to make the payment … but Duff's hare-brained schemes spin quickly out of control.",7.272325,2002,Their intentions were honorable. Their methods were criminal.,Stealing Harvard,4.4
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",4108,"Former Special Forces officer, Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.",13.217421,2002,Rules are made to be broken.,The Transporter,6.6
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}]",55903,"Grieving after the death of her young son Joseph, novelist Betty Fisher enters a dark depression. Hoping to bring her out of it, her mother Margot arranges to kidnap another child, Jose, to replace the son Betty lost. Although she knows it's wrong, Betty accepts Jose as her new son. Meanwhile, Jose's mother Carole is looking for her son with the help of her boyfriend Francois and some of his criminal cohorts.",0.159662,2001,Crimes of passion are not always between lovers.,Betty Fisher and Other Stories,7.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",9685,A young man's peculiar upbringing renders him unable to competently cope with the struggle of growing up.,5.536107,2002,Insanity is relative.,Igby Goes Down,6.5
"[{'id': 18, 'name': 'Drama'}]",16370,"T.J. and his friend Dexter quit their jobs in Detroit to become ski-instructors in Aspen. While T.J. advances to the most popular instructor of the school during the season, he has to take care for Dexter, who's future is less bright and who's eventually thinking about jobbing as drug courier - bringing their friendship to a test. Meanwhile the rich business woman Brice supports T.J. in his writing ambitions and invites him to live at her home. But in her absence he falls in love with the stunningly beautiful blond radio moderator Robin.",0.796778,1993,Skiing's the easy part.,Aspen Extreme,5.3
"[{'id': 35, 'name': 'Comedy'}]",18913,"Offbeat fashion student Betsy Hopper and her straight-laced investment-banker fiancé, Dylan Walsh, just want an intimate little wedding reception, but Betsy's father, Eddie, a Long Island construction contractor, feels so threatened by Jake's rich WASP parents that he blows the ceremony up into a bank-breaking showpiece, sending his wife, Lola, into a financial panic.",7.772822,1990,The wedding picture doesn't always tell the real story.,Betsy's Wedding,5.0
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",14361,"When mild-mannered Martin Harvey finds out that he has inherited a vintage yacht, he decides to take his family on a Caribbean vacation to retrieve the vessel. Upon arriving on a small island and realizing that the ship is in rough shape, Martin and his family end up with more than they bargained for as the roguish Captain Ron signs on to sail the boat to Miami. It doesn't take long before Ron's anything-goes antics get the Harveys into plenty of trouble.",5.429614,1992,"Martin just wanted a nice, quiet family vacation. Instead, he got... Captain Ron",Captain Ron,5.6
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",18943,"Bumbling Ernest P. Worrell is assigned to jury duty, where a crooked lawyer notices a resemblance with crime boss Mr. Nash, and arranges a switch. Nash assumes Ernest's job as a bank employee, while Ernest undergoes Nash's sentence to the electric chair. But instead of killing him, the electrocution gives Ernest superhuman powers, enabling him to escape from jail and foil Nash's attempt to rob the bank.",2.30623,1990,Guilty of Maximum Fun in the First Degree!,Ernest Goes to Jail,5.1
"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",32685,"Well-intentioned, eternally bumbling Ernest P. Worrell accidentally releases an evil demon from its sacred tomb. As the demon flexes its power and goes on a ruinous rampage, good-guy Ernest tries to step in to save the town from mass destruction. Trouble is, a 200-year-old curse has scared Ernest stupid, and that means hilarity all around! So, kick back and let the laugh-ridden adventures begin.",4.197955,1991,,Ernest Scared Stupid,5.9
"[{'id': 27, 'name': 'Horror'}]",12262,"On the way to California, a family has the misfortune to have their car break down in an area closed to the public, and inhabited by violent savages ready to attack.",4.788002,1977,A nice American family. They didn't want to kill. But they didn't want to die.,The Hills Have Eyes,6.1
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",33506,"A group of childhood friends, now in their thirties, reunite at Camp Tamakwa. Only a few of the original campers show up, but they still have a good time reminiscing. The people share experiences and grow while at the camp. They are dismayed to discover that the camp's owner, Unca Lou, is going to close the camp down.",2.406006,1993,A Comedy About Eight Friends Who Return To The Best Summer Of Their Lives!,Indian Summer,6.8
"[{'id': 18, 'name': 'Drama'}]",29515,Goldie returns from five years at the state pen and winds up king of the pimping game. Trouble comes in the form of two corrupt white cops and a crime lord who wants him to return to the small time.,1.392731,1973,There's a new kind of hero on the streets!,The Mack,7.2
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",41582,"Dodger, a criminal monkey, belongs to a crooked street performer but escapes his life of crime only to end up in the arms of Eva, an innocent little girl whose mother has no idea that her daughter is harboring a fugitive.",2.804503,1994,"Eva's new friend has big eyes, hairy feet, and very sticky fingers.",Monkey Trouble,5.8
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",34086,"A crew of Martians overhears a radio broadcast of Orson Welles' ""War of the Worlds"" coming from Earth, and, thinking the Martian fleet is attacking Earth, they land their broken-down ship in a backwater mid-American town. As luck would have it, they land on Halloween and get mistaken for trick-or-treaters. Comedy ensues as the Martians try to get taken seriously.",2.428279,1990,,Spaced Invaders,4.8
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",11504,"Shep Ramsey is an interstellar hero, righting wrongs, etc. His ship is damaged after a fight with an interstellar nasty and he must hide out on Earth until it can recharge. He leaves his power suit at home, but still finds himself unable to allow wrongs to go unrighted and so mixes it up with bad drivers, offensive paperboys, muggers and the like.",4.409121,1991,The Wilcoxes were having some problems around the neighborhood... until the ultimate security system landed in their backyard.,Suburban Commando,4.6
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",19460,"At age 42, Rafael Belvedere is having a crisis. He lives in the shadow of his father, he feels guilty about rarely visiting his aging mother, his ex-wife says he doesn't spend enough time with their daughter and he has yet to make a commitment to his girlfriend. At his lowest point, a minor heart attack reunites him with Juan Carlos, a childhood friend, who helps Rafael to reconstruct his past.",3.319598,2001,,Son of the Bride,7.3
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",575,Das Experiment is a shocking psycho thriller about the potential for brutality that humans hide. Even more shocking is the fact that it’s based on an actual occurrence—a 1971 psychological experiment at Stanford University that was aborted prematurely when the experimenters lost control.,7.881933,2001,You Are Invited To Participate,The Experiment,7.5
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",10550,"Jonathan Ecks, an FBI agent, realizes that he must join with his lifelong enemy, Agent Sever, a rogue DIA agent with whom he is in mortal combat, in order to defeat a common enemy. That enemy has developed a ""micro-device"" that can be injected into victims in order to kill them at will.",9.094558,2002,,Ballistic: Ecks vs. Sever,4.3
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",9034,"In the late '60s, the self-proclaimed belles of the rock 'n' roll ball, rocked the worlds of every music legend whose pants they could take off -- and they have the pictures to prove it. But it's been more than two decades since the Banger Sisters earned their nickname -- or even laid eyes on each other. Their reunion is the collision of two women's worlds; one who's living in the past, and one who's hiding from it. Together they learn to live in the moment.",8.992438,2002,Some friendships last forever... like it or not.,The Banger Sisters,5.5
"[{'id': 10752, 'name': 'War'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9093,"The story, set in 1875, follows a British officer (Heath Ledger) who resigns his post when he learns of his regiment's plan to ship out to the Sudan for the conflict with the Mahdi. His friends and fiancée send him four white feathers which symbolize cowardice. To redeem his honor he disguises himself as an Arab and secretly saves the lives of those who branded him a coward.",6.894153,2002,"Freedom. Country. Honor. Passion. To save his best friend, one man must risk everything he loves.",The Four Feathers,6.5
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9039,"When their daughter is kidnapped by experienced nappers (Bacon and Love), the Jennings' (Theron and Townsend) turn the tables on this seemingly foolproof plan.",5.781667,2002,It was the perfect plan until she refused to be the perfect victim!,Trapped,5.8
"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 10402, 'name': 'Music'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",1958,"Eight women gather to celebrate Christmas in a snowbound cottage, only to find the family patriarch dead with a knife in his back. Trapped in the house, every woman becomes a suspect, each having her own motive and secret.",5.717082,2002,Living in a house full of women can be murder.,8 Women,6.9
"[{'id': 18, 'name': 'Drama'}]",23550,"When Antonia's husband Massimo is killed in a car accident, she accidentally discovers that he has been having a same-sex affair with a produce wholesaler named Michele.",3.83196,2001,,His Secret Life,7.0
"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",68569,A Jewish strongman performs in Berlin as the blond Aryan hero Siegfried.,0.685649,2001,,Invincible,6.5
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11013,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",10.936827,2002,Assume the position.,Secretary,6.8
"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",129,A ten year old girl who wanders away from her parents along a path that leads to a world ruled by strange and unusual monster-like animals. Her parents have been changed into pigs along with others inside a bathhouse full of these creatures. Will she ever see the world how it once was?,41.048867,2001,The tunnel led Chihiro to a mysterious town...,Spirited Away,8.3
"[{'id': 99, 'name': 'Documentary'}]",54714,"This riveting documentary depicts former Secretary of State Henry Kissinger as a warmonger responsible for military cover-ups in Vietnam, Cambodia and East Timor, as well as the assassination of a Chilean leader in 1970. Based on a book by journalist Christopher Hitchens, the film includes interviews with historians, political analysts and such journalists as New York Times writer William Safire, a former Nixon speechwriter.",0.299669,2002,"A film about the war crimes of the American diplomat, Henry Kissinger.",The Trials of Henry Kissinger,6.3
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",11529,"New York fashion designer Melanie Carmichael suddenly finds herself engaged to the city's most eligible bachelor. But Melanie's past holds many secrets, including Jake, the redneck husband she married in high school, who refuses to divorce her. Bound and determined to end their contentious relationship once and for all, Melanie sneaks back home to Alabama to confront her past.",8.587129,2002,Sometimes What You're Looking For Is Right Where You Left It.,Sweet Home Alabama,6.1
"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",10771,"Cabbie-turned-chauffeur Jimmy Tong learns there is really only one rule when you work for playboy millionaire Clark Devlin : Never touch Devlin's prized tuxedo. But when Devlin is temporarily put out of commission in an explosive accident, Jimmy puts on the tux and soon discovers that this extraordinary suit may be more black belt than black tie. Paired with a partner as inexperienced as he is, Jimmy becomes an unwitting secret agent.",6.023213,2002,Suit up for action!,The Tuxedo,5.3
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",31005,"As he copes with the death of his fiancee along with her parents, a young man must figure out what he wants out of life.",14.074906,2002,,Moonlight Mile,6.4
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",2110,"Hubert is a French policeman with very sharp methods. After being forced to take 2 months off by his boss, who doesn't share his view on working methods, he goes back to Japan, where he used to work 19 years ago, to settle the probate of his girlfriend who left him shortly after marriage without a trace.",12.426505,2001,For those who take their action raw.,Wasabi,6.2
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",15173,"Get ready as Bob the Tomato, Larry the Cucumber and the rest of the Veggies set sail on a whale of an adventure in Big Idea's first full-length, 3-D animated feature film. This is the story of Jonah and the Whale as you've never seen it before - a story where we learn that one of the best gifts you can give - or get - is a second chance.",1.734181,2002,Fresh Fish. Mixed Vegetables.,Jonah: A VeggieTales Movie,6.4
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",9533,"Former FBI Agent Will Graham, who was once almost killed by the savage Hannibal 'The Cannibal' Lecter, now has no choice but to face him again, as it seems Lecter is the only one who can help Graham track down a new serial killer.",2.968157,2002,Before the Silence.,Red Dragon,6.7
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",4107,The dramatised story of the Irish civil rights protest march on January 30 1972 which ended in a massacre by British troops.,7.757913,2002,,Bloody Sunday,7.2
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}]",10575,"A woman takes the law into her own hands after police ignore her pleas to arrest the man responsible for her husband's death, and finds herself not only under arrest for murder but falling in love with an officer.",5.186944,2002,"When you take justice into your own hands, what are the consequences?",Heaven,6.8
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",15720,A failed novelist's inability to pay the bills strains relations with his wife and leads him to work at an escort service where he becomes entwined with a wealthy woman whose husband is a successful writer.,5.071803,2001,,The Man from Elysian Fields,5.9
"[{'id': 35, 'name': 'Comedy'}]",9260,"Five hapless inner-city low-lifes attempt to burgle a pawnbroker's safe, but end up being plagued by bad luck.",3.031934,2002,Five guys. One safe. No brains.,Welcome to Collinwood,6.2
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",21828,"The year is 1965 and Danny Embling, is an awkward, underdeveloped teen suffering from occasional bouts of stuttering, attends an all-male boarding school in New South Wales, Australia. it has been some time since Danny has had any romantic relationship with a girl. He slowly becomes interested in Thandiwe Adjewa, a Ugandan-Kenyan-British girl attending the all-girls school across the lake.",2.076971,1991,Here's to risks,Flirting,6.4
